overall,vote,reviewTime,reviewerID,asin,reviewText,summary,negative,neutral,positive,compound
1.0,,2012-12-13,A25X0G3661F4D4,B00000IZOU,i would say buy this in the store so you can test it before buying it. i have to push down very hard to get it to pop at all. so it doesnt really work for the 1 year old it was purchased for. very upsetting,doesnt pop,0.11,0.89,0.0,-0.6232
1.0,12,2012-07-30,A2KFSA6ZOPHAW,B00000IZOU,"i received this as a gift in july 2012.  the corn popper that is currently for sale is very poorly made.  the wheels do not roll, on either carpet or on hardwood.  i have a hard time making it pop when i am pushing it myself, exerting considerable downward force.

my one year-old daughter is a great walker but could never get this going.  she carries it around with her sometime, but i don't even think she understands what it is supposed to do.

additionally, the older models used to have a switch on the underside that could turn off the ""popping.""  this switch is gone.  when i called my mom to complain that ours didn't work, she told me to check to make sure it was in the ""on"" position.  when i let her know that no such switch existed she couldn't believe how much fisher price has cut corners to wreck a toy that used to be such a crowd-pleaser.

don't buy this unless you find an old used one at a tag sale.",wheels don't roll,0.078,0.88,0.042,-0.743
3.0,,2010-05-21,AGV44L5H5PGY9,B00000IZOU,"bought something for my daughter that i thought she might like but she doesn't touch the thing. i think its more of a boy toy then girl. but its a ok product, hell i had one when i was a kid.",its ok,0.153,0.739,0.108,-0.5927
1.0,2,2017-04-11,A1I1QDVKPBOEEV,B00000J0JQ,"these arrived a few minutes ago.  the screens on both look dusty with particles showing up on the screen.  shaking them did not get rid of them or clean the screen.  these are defective, broken, crap and i just went to return them and they are not eligible for return.  imagine that?  take a crap defective product and give the buyer no recourse.  i bought two so i am out $25.00.  i bought these for a charity for impoverished kids who have no toys.  so, i can't give them a broken toy.  so, i will throw them out.  i am very angry.",rip off  do not buy.,0.241,0.709,0.049,-0.9606
1.0,3,2016-02-28,AP5GV4FTGJUD2,B00000J0S3,the lead in these pencils keep breaking.  i will never buy this brand again. i am really disappointed in these pencils. i sharpen them then they break. sharpen again...again...they break.,i am really disappointed in these pencils,0.115,0.885,0.0,-0.5256
1.0,,2015-09-10,A1BDSD2ZQSDIHH,B00000J0S3,crayola! i'm ashamed of you! warped pencils and missing a color because i got two of one color. these will work fine for backgrounds but.........meh. i won't buy again.,nope!,0.192,0.75,0.059,-0.6229
3.0,,2015-08-06,A3M1F7Y8MUUTGB,B00000J0S3,having problems with sharpening. leads keep breaking. real struggle,great before sharpening,0.417,0.583,0.0,-0.6124
2.0,,2016-04-24,A3T26D2T0SS6A6,B00000J1DM,not what i thought it was..i was looking for the slinky part in the middle...my error when ordering..nothing wrong with the item..just not what i was looking for,not what i thought it was.. i was ...,0.195,0.805,0.0,-0.7003
1.0,,2015-02-20,AZ1B51YA98UMV,B00000J0S3,"these break so much that we don't even get to use them, i got them for my daughter but as soon as we sharpen them thr lead breaks off before we even use it. very disappointing, that was all in the first week.",breaks every time i try to sharpen them finally gave up,0.104,0.896,0.0,-0.6946
1.0,,2014-11-28,A8RKF82EMP6T1,B00000J0S3,the packaging was damaged with a big hole. the pencil box was crushed and instead of receiving 50 pencils i was 2 short. probably because they fell out. there was no interior wrap to prevent sliding all over.,the packaging was damaged with a big hole. the ...,0.197,0.775,0.028,-0.7783
1.0,2,2014-11-13,A1C0D6YUGZUJGI,B00000J0S3,"see edit below: i bought two boxes of crayola colored pencils. they are supposed to be sharpened, there were many that were not, and there were some that had broken leads in them. i am not sure if the other ones will have broken lead as well.

this was combined with a box of 120 crayola crayons which arrived with a number of tips broken off to the paper line. sad to have a box of brand new crayons that are broken before you get a chance to use them.

whether this is an issue from crayola, or from amazon, i am very disappointed. good product? bad shipping perhaps?...

edit: these have been used for a while now. about 1 in 4 pencils that are sharpened have broken lead in the wood. after sharpening them the lead wobbles in the wood. this is very disappointing. i am an artist. i am using a good sharpener. i hope the box i gave to my 5 year old granddaughter doesn't have the same problems. she will shed many tears and think she has done something wrong to cause the problem. what a bother. do not buy this product.",broken lead.... al the way through the pencil,0.203,0.722,0.075,-0.9813
3.0,,2011-12-28,A2DIP0GDKE9HOB,B00000J4HK,"i apologize if this offends the purple lovers out there,  but i can't  stand purple, and was sad to receive our package today and discover that the base was purple. i bought this set in addition to the large building set, as that set only has one thick base board and my sons were fighting over it, so i can hardly complain of the toy itself, but i was annoyed to find that the package contents didn't match all the photos and box.",sigh. purple.,0.177,0.785,0.038,-0.9275
1.0,,2014-10-05,A3G4FZBUEPV1TM,B00000J4QK,"it is fragile, one piece broke right away. i wish i had kept the box and returned it. the kids don't really play with it, is not as good as other marble runs i have seen.",is not as good as other marble runs i have seen,0.19,0.741,0.069,-0.5802
1.0,,2013-11-14,A2RO70ATW4Q9RK,B00000J4XU,arrived with a botched paint job - sent back and didn't use. i've liked all of the haba items we have purchased other than this so it was disappointing.,faulty paint job,0.188,0.812,0.0,-0.6999
1.0,,2014-05-28,A3LPH1Q12SPHGR,B00000J58X,"ordered 2 of these for my kids systems- first, i thought they were chargers, which they are not. they are just power sources.  guess thats my fault for not paying better attention.  but secondly, they barely lasted a month before they just quit powering the systems altogether.  very disappointed.  so we are stuck just using batteries which the systems eat for breakfast. purchase these at your own risk. maybe you'll end up having better luck.",no. just no.,0.196,0.758,0.047,-0.8956
1.0,,2014-03-07,A3NK8GLEM7QPOM,B00000J58X,"this item does indeed work for the innotab 1, 2, and 3, and baby. the problem with the item is that it only lasts a few months. then it no longer powers the item it was bought for. it's perfectly useless, and you have to buy a new one. very poorly designed if you ask me. it's for a kids toy. one that would require alot of use. brand new name brand batteries only last less than 2 hours on these devices. so to buy one of these would be preferable if they worked for longer than a few months. buyer beware. (though there isn't a better product to recommend as i've found other adapters don't fit into the slot)",it works but..,0.097,0.85,0.053,-0.5448
1.0,,2013-07-14,A270R1LS9AA048,B00000J58X,"it didn't work on my grandson's vtech smile motion game. i haven't tried it on his other vtech toys, but very disappointed it doesn't work on the vtech motion game.",didn't work,0.138,0.81,0.052,-0.5913
2.0,,2013-05-18,A1G6XRYJ5D84KY,B00000J58X,"we got this ac adapter for my daughter's innotab because it goes through batteries like crazy! the ac adapter works great at first, but eventually stops working and we need to go get a replacement.  too bad for vtech, because they are spending more money on replacements of a junky product instead of making a decent product to begin with.  right now the thing looks brand new, no tears or damage, but no matter where in the house i plug it in, it will not power up the tablet.  i'd say this one lasted about 6 months.  i think they use cheep wires inside, where you can't see if they tear.  my almost-four-year-old loves using her tablet, especially to look at before she goes to sleep, but the tablet has an auto-shut-off feature, so i don't know what's damaging the adapter; we're using it normally. i think they just sell something low-quality.
don't spend too much money on this, and keep your receipt in case it quits on you.",adapter for vtech tablet,0.114,0.81,0.076,-0.7807
2.0,,2013-03-03,AE4B5BTRBW0DK,B00000J58X,"obviously they work, but even with mild daily abuse they do not last long. we've gone through about 3 or 4 in the last year the kids have had the innotab...",stock up on them,0.172,0.828,0.0,-0.7783
3.0,,2013-01-02,A6VG60HYZTO3I,B00000J58X,i had to purchase this adapter for my son's innotab learning tablet.  while it is a good product this adapter should have been included with the innotab purchase!!  the tablet goes through batteries is no time!!  disappointed the adapter had to be purchased separately!!!,adapter,0.134,0.806,0.06,-0.5526
1.0,,2012-11-25,A3UK2MU1AAM03O,B00000J58X,"i ordered this in august & am now realizing it only has a 30 day return policy.  my daughter has only been the one that has used this since my granddaughter is 4, so i know it has been handled carefully. it is now 2 months after i gave it to her & it has already quit working.  for the $30 i paid for this, i expected it to work longer than 2 months.  not only am i extremely disappointed in this product, i am upset that the seller only has a 30 day return policy.  i would not recommend this product nor the seller with their limited return policy.",product quit working after 2 months/only allows 30 days for return,0.098,0.888,0.015,-0.8178
2.0,2,2017-03-24,APLCSN7K4VP1B,B00000J3LL,buttons are hard to open/close. zip is already broken. 2 stars because my daughter still loves it but i am really disappointed,buttons are hard to open/close. zip is already broken ...,0.299,0.611,0.09,-0.6694
2.0,,2015-01-12,A3CLHWWOVI9HMM,B00000J3LL,nice concept but smells bad and construction looks dubious. is this even washable?,two stars,0.402,0.503,0.095,-0.7964
2.0,,2016-11-10,A27BDJUVNUHGTB,B00000JB9N,not that happy with the product.  read the warning label before using.  it may make you think twice about using this product.  i did.,not that happy with the product,0.204,0.796,0.0,-0.6595
3.0,,2016-01-09,A22LB1WJAOUH9T,B00000JBLD,"this puzzle is ok. i don't really like most of the images they decided to use for the letters. i don't think they picked easy words to say and also the pics are not that great. i like the concept of the puzzle, but not impressed with the content.","serves it's purpose, but not that attractive",0.168,0.764,0.068,-0.6434
1.0,,2018-02-05,A3PBHXMHV4UKZ9,B00000JD5E,one of the handles is already broke. difficult to put together. radio flyer needs to fix this problem.,one star,0.36,0.64,0.0,-0.8139
3.0,,2018-01-05,A2XVM8R3ZD1ORP,B00000JD5E,"it's cute once it's assembled and i think my grandson will have fun with it, but, assembling it was very difficult. i had 2 adult men working on it.  the instructions are terrible, almost useless, and in the end, they had to take it into the garage and drill new holes and find new screws. radio flyer should be ashamed.","cute, but....",0.247,0.695,0.058,-0.9393
2.0,3,2017-04-15,AGMBIKJTSLTOD,B00000JD5E,"horrible assembly! holes were nowhere near where they should have been. we had to drill our own holes, which ruined the paint, all chipped. we haven't even used it yet. definitely not worth the time and frustration.",cute but a pain to assemble,0.251,0.69,0.058,-0.8384
1.0,,2017-03-05,A1ZH5G1BML1CDH,B00000JD5E,"given to my grandson as a gift and it is horrible. cute little thing but assembly was the worst! the wheel assembly and the two part handles, really? i finally get past most of the assembly and the tire keeps tilting left when you attempt to get the last handle on, not to mention the whole doesn't line up properly. finally gave up... even if i drill another hole the wheel will still lean left. the spacer for the wheel should be longer and then the wheel could possibly align properly! frustrating and sad! thought getting radio flyer would mean quality, nope!",save your money!,0.15,0.816,0.035,-0.9443
2.0,8,2016-02-12,A9K107IZ9VMQ4,B00000JD5E,"very small. also, the handlebars are 2 pieces of relatively thin wood that don't fit together snugly no matter how we pulled or pushed. i am afraid that they will snap anyday now. i love radio flyer products, and assumed that this wheelbarrow would be high quality like their other products, so i waited until christmas eve to assemble it and was so frustrated at the awful handlebars. i don't think this toy will last long.",i love radio flyer products,0.14,0.767,0.093,-0.5962
2.0,,2015-12-21,A2FTXKE0DVH4PW,B00000JD5E,"we bought this for our 3 year old g'son for xmas and found when putting it together the handles were put together with wood puddy ,screws missing,
had to drill the holes on one side of handle. very disappointed!!  hope it last a few days after it's used.",hope u have better luck.,0.153,0.787,0.06,-0.6122
2.0,2,2014-12-08,A2Y7ZDYA30OPBY,B00000JD5E,i don't reommend buying this product.  the handles are impossible to install with the given materials.  the holes are too small and the screws are the wrong size and type.  fortunately my husband has a woodshop and can take care of the problem.,fortunately my husband has a woodshop and can take care ...,0.163,0.771,0.067,-0.5574
1.0,8,2012-12-27,A39VDCAPS4JM14,B00000JBMZ,"i was pretty surprised to find that i was missing a piece considering the package was sealed.  i contacted the manufacturer but have not heard anything back yet. my daughter really wanted to learn to play chess & i'm hoping they respond soon so she can start learning. other than that, i like that the ""directions"" are printed right on the pieces. helps a lot since my daughter can't read yet.

feb 22, 2013 - as of this writing, the company has still not responded to my frequent requests to replace the missing piece.  this was a total waste of money because having arrived defective, my daughter has not had an opportunity to learn the game at all. i am very disappointed in the manufacturer for not standing by it's product.",arrived missing a piece!,0.134,0.749,0.117,-0.548
1.0,,2016-12-14,A3PQ6BSP4JMS2J,B00000JH41,"very unhappy with this clock.  it has ""big time"" in the title for its name but is very small. it is only about 5 inches tall and is in  no way ""big"".  also, it is very cheaply made and not worth the money we spent on it.  this was a very big disappointment for my wife and kids and we do not recommend purchasing this model.","very small - should not have ""big time"" in the itemsname title",0.196,0.804,0.0,-0.9243
2.0,,2015-04-29,A3IDW5NUE2VICC,B00000JGWY,a big disappointment... difficult for small hands to manipulate gears. did not hold their attention at all because it was too frustrating. not being used after a short time due to disinterest.,don't waste your money....,0.162,0.838,0.0,-0.6597
2.0,,2014-06-10,A29T8ZDJ5WV9DN,B00000JGWY,"really difficult to turn. my son is really into constructing, but hasn't played with these at all.  kind of boring, because the gears don't make anything happen, just turn each other.",dull and difficult to maneuver,0.219,0.781,0.0,-0.7808
2.0,,2013-01-06,A3VQWRPP2HZAY9,B00000JICT,the top of the crane broke after a week of gentle use. we had to glue it. very disappointing.  also the magnet ball is a choking hazard for young toddlers and babies.,broke after a week,0.238,0.641,0.121,-0.6801
2.0,,2018-01-23,ARHLHE9JAK8SU,B00000JICB,"i have much higher expectation of this price. however, the quality is bad.",the quality is bad.,0.241,0.759,0.0,-0.5423
3.0,,2017-07-15,A38EYWZGI5S14W,B00000JICB,if the knives are not completely straight the pirate never pops out. not for small kids it is disappointing to them.,if the knives are not completely straight the pirate never ...,0.211,0.789,0.0,-0.6228
2.0,,2016-03-26,AKOE37QTM3A13,B00000JICB,"i like the idea of this game, but it doesn't actually work well.  its possible to get through the whole game and then have to go back and wiggle each sword to see which one was supposed to set it off.  kind of a bummer and made my kids lose interest.",i like the idea of this game,0.162,0.741,0.097,-0.5941
1.0,3,2016-03-09,A4VY719SWEFAA,B00000JICB,"sadly, the game that i received only worked correctly the first time. after that, it wouldn't pop when the kids pulled the swords out. it sometimes randomly popped when they put the swords back in though. other times it just wouldn't pop at all. this is so disappointing because i had really looked forward to using it with my students.",only worked once.,0.11,0.89,0.0,-0.7855
1.0,4,2016-04-28,A1F0F66EKTFNKG,B00000JJ66,puzzle appeared to be a second. it was cut wrong top to bottom. we had top border pieces that were about an 1/4 inch by 1/2 inch. the bottom border had the top of a different puzzle. it really looked bad.,hack job,0.19,0.697,0.114,-0.6786
1.0,,2014-09-16,A28D0D38Z9ZM1U,B00000JHVT,"not good. as other reviewers have stated they do not fit and stay stay together. very poor design. these would have been great on our light panel but they frustrated my son that we don't use them anymore. to bad that lego wouldn't do a translucent version of their duplos! - which is the approximate size of the alex blocks. i didn't expect the alex and lego brand to work together, but i did expect that the alex brand blocks would fit together securely with other alex blocks of the same exact style.",not good. as other reviewers have stated they do not ...,0.229,0.719,0.052,-0.9528
3.0,,2014-08-26,A1BJWNYRK58EF6,B00000JIVS,"little thinner then i expected, but it serves it's purpose on a hard floor, not so well on carpet.","good, not great.",0.232,0.768,0.0,-0.5473
2.0,,2014-04-26,A35YXE2PS71894,B00000JIVS,"would have loved it if it arrived intact. it is priced the same as anywhere else, but it arrived with a corner bent, which is totally unacceptable. especially it is not anywhere cheaper. pretty upset.",it arrived with a corner bent,0.256,0.657,0.087,-0.8567
3.0,,2012-12-17,A2LKE0SEQBP6PD,B00000JIVS,"ok - it is thin.  when i was a kid our platforms were as thick as the legos - so to me, this sucks...but as it is a present for a kid who only knows the crappy quality of today - i am hoping she likes it - but the smaller one that she already owns...she hates because the flex makes it unstable for building.",lackluster,0.145,0.772,0.083,-0.7184
1.0,5,2015-12-08,AQ8X60RD5WXC2,B00000JPFF,"i wanted to buy a toy thats made in america but i find that this is very poorly made.
the painting job is hodge-podge. the welding job is so bad and the black residue is seen in the welded spot.
the metal has sharp edges due to not being well-made so kids can easily get cuts.

for over $8, i would have expected the toy to be much better quality.

the lack of detail is the reason why manufacturing jobs are moving to china.",the welding job is so bad and the black residue is seen in the welded ...,0.127,0.795,0.078,-0.685
1.0,,2013-01-31,A2QULJQETCF6RV,B00000JPFF,"i bought this as a way to demonstrate some beginning physics principles to my daughter. i wasn't able to make gyroscope work. my husband was able to, but only after several attempts. the prism is very small and the gyroscope is poorly constructed. the instructions are difficult to follow. i should've known this would be a bust considering the very low price.",quality to be expected for the price,0.103,0.897,0.0,-0.7461
3.0,4,2013-12-17,A3LV14CC3BXJQG,B00000K1XI,"another case of my not reading other reviews carefully enough. this beaver is much darker than the images so the (small, beady) eyes are almost invisible. it creeped me out and i'm a grown man. also the teeth are tiny and can't be seen unless you pry the mouth open so it looks like an otter with a beaver's tail. it is beautifully crafted and the materials feel wonderful. but without the eyes and teeth visible you may scare and confuse children. i bought this so i can use it in narnia stories for church (remember mr beaver) but am worried children will be too scared to listen to the sunday school lesson. you can make the teeth visible by giving them a good tug and they will pop forward to be ""buck"" teeth. but there's no solution to the spooky (apparent lack of) eyes. you can see a video of this puppet and the melissa and doug giant lion on youtube under this user name and the title ""mr. beaver's poem about king aslan of narnia""",spooky and not bucky,0.098,0.811,0.091,-0.5136
1.0,18,2017-04-19,A2YRVME7KBLY72,B00000K3BR,"i had this on for three hours before the pain was so bad i had to take it off.
the seam on the bottom was large and bumpy, so it diggs into the bottom of your foot.",no go.,0.177,0.823,0.0,-0.796
1.0,,2017-01-26,A1NHZTQBDXJRRT,B00000K3BR,"my daughter thought this was a blast, however the flimsy base is absolutely ridiculous. it requires a parent to hold it steady as the child launches the rocket. the base constantly falls apart is is cheap flimsy plastic. very disappointed.",very disappointed.,0.147,0.853,0.0,-0.734
2.0,,2016-04-17,ARIM0SKFFHREA,B00000K3BR,"only gave 2 stars since when it works, it *is* fun.
decently confusing to assemble the stand.  and once you do it will fall apart everytime you stomp the darn rocket.  this will caise your five year old to have a tatrum.

so order this nusiance if you want to reassemble the stand every.dang.time.your. kid launces the rocket.  i hate this toy and it ""disappeared.

my kid did love it.  we had a couple laughs.  but it still sucked.  i hate toys that male me work harder instead of buying me some coffee and poop time while he is occupied ;)",nopenopenope,0.117,0.789,0.094,-0.6705
1.0,,2016-03-24,A6NIPUV6BJOWM,B00000K3BR,"we bought this for our 3 year old.  it is very difficult to use, and the rocket base is unstable.",very disappointing,0.237,0.763,0.0,-0.6478
1.0,,2015-10-25,A1UW7V1N7CFT8Y,B00000K3BR,"its really flimsy. it hardly stands up.  from these reviews i thought i was getting a good deal on a great toy, but this is disappointing. it has 3 l shaped pieces that connect to each other to make a stand with tubing attached to the stand at one end, the other end has a plastic foot pedal. the rocket (styrofoam) goes on top of the tubing.  it can really shoot up, depending who is stepping on it, so it seems really dangerous because the tubing is pretty short and not very flexible, so when someone is stomping on the pedal the stand can get easily knocked down. and if it moves, which it does a lot, it could hit someone.  also, the end of the tubing attached to the tubing where the rocket goes, is only attached by a screw and wing nut.  it can't even get that tight, it constantly moves as well.  how the hell is this a kids toy?  total fail!",from these reviews i thought i was getting a good deal on a great toy,0.15,0.76,0.09,-0.9331
3.0,,2015-09-08,A38GLXKBEWVMVY,B00000K3BR,"good product, but first one arrived with incomplete pieces so needed to be returned and replaced. i bought this for a gift for a 3-year old who was disappointed not to be able to use it on his birthday, and having to wait for a replacement, so that was a real shame.",faulty,0.145,0.753,0.102,-0.5423
1.0,,2015-02-11,A10VPTTIJ9DLT1,B00000K3BR,the rockets broke within the first 10 minutes and the refills are expensive. not worth it and won't buy again.,the rockets broke within the first 10 minutes and the ...,0.199,0.801,0.0,-0.5371
1.0,2,2015-01-26,A3S313L3MA5955,B00000K3BR,"this thing barely worked out of the box and a day later the wings have fell off. did not expect a lot out of this, but even with that it still managed to disappoint. would not recommend.",would not recommend,0.158,0.842,0.0,-0.7364
1.0,2,2015-01-25,A2LL4CBC1ZNSWT,B00000K3BR,"horrible. junk. just bad. worst quality toy. hard to set up, use. breaks easily. we have original and its so much better.",worthless,0.353,0.424,0.223,-0.683
3.0,,2015-01-12,A3V7QS5HZS9ZTR,B00000K3BR,"i bought one of these and then purchased a second since my kids wanted to launch rockets at the same time.  its a fun toy, but the plastic base comes in 3 pieces and they interlock, but not very well.  they base is too difficult for my kids (2 and 5) to put back together on their own and the base was constantly falling apart, so it was very frustrating to play with.  i ended up hot gluing the 3 plastic base pieces together and now its much sturdier and the kids don't need me fixing their toy every 2 minutes.",fun toy with a minor fix.  i hot glued the 3 base pieces to make a single sturdy base,0.113,0.833,0.053,-0.7461
2.0,,2014-01-19,A34ZFCOLAJ3TR1,B00000K3BR,kids broke it very soon. it didn't hold up well rockets ripped right away and they bent. i wouldn't recommend it,don't buy,0.283,0.717,0.0,-0.6931
2.0,,2013-11-19,A2L78BBV9QW5JU,B00000K3BR,"cheap, this is cheap and not worth the money i paid for it! it broke soon after we go it! do not buy!",cheap,0.211,0.789,0.0,-0.6533
3.0,,2013-08-07,A2R0CTC1I8ZKSY,B00000K3BR,"good idea, fun for kids...but not sturdy.  i know $12 is not so expensive, but it struck me as more of a dollar store buy.  it is hard to get the stand propped up and aimed, and even more difficult to get it to stay that way.  additionally, the fins are off of almost all of our rockets.  we've had it a year with it being in storage for 6 months.  my son has not asked about its whereabouts.",cheap,0.095,0.855,0.05,-0.5704
1.0,2,2013-01-09,A3JABB4NAPKLC0,B00000K3BR,"rockets were total junk and fell apart instantly. they came off too quickly for our toddler even to see what had happened, which was also frustrating...very disappointing. also, you will then be left with this purple thing to stomp on, and a long plastic tube. our toddler constantly ate the tube and jumped on the device, which probably isn't a good thing.",rockets fell apart instantly while toddler jumped on pneumatic device,0.088,0.912,0.0,-0.6814
3.0,,2012-12-31,A3MRYKKPAD40RP,B00000K3BR,"when little tykes use this rocket they have difficulty getting the hang of ""stomping"" on the ball.  when they get old enough to really ""get"" it they are soon bored with it.  not the best toy i've ever picked.  if you need the exercise you will enjoy running all over the house/yard and retrieving the rockets.",too hard to stomp,0.125,0.825,0.051,-0.5673
2.0,,2015-10-10,A2AVPWWQVCNFUP,B00001LDDR,"these are bright right after you turn out the light, but fade quickly. for claims they last a long time, i was very disappointed.",i was very disappointed.,0.173,0.754,0.073,-0.5632
1.0,,2015-04-24,A3UUAOR2MQX2AN,B00001LDDR,"lies! it doesnt have over 700, its only like 100 plastick stars then 600 small crappy stickers..","lies! it doesnt have over 700, its only like 100 plastick stars then 600 small crappy stickers..",0.289,0.604,0.108,-0.636
1.0,,2015-03-01,AKBCWZYLF5KEX,B00001LDDR,very bad and the did not stick,bad!!!,0.387,0.613,0.0,-0.5849
3.0,,2013-01-24,AXL5ZOMIP6VY6,B00001LDDR,the description didn't state that over half of the stars are just tiny stickers. i'm afraid to stick them to my wall for fear they won't come off easily.,misleading,0.162,0.838,0.0,-0.6412
3.0,2,2014-09-08,A1RFWBJITIF38Z,B00001NTXN,"the game is very good. but the manufacturing is poor. the ""walls"" (the long pieces) are supposed to fit in the grooves. but many of them are a hair too thick to fit. forcing them in means the paint will chip off the board. it's a real shame, because they've gone to a lot of trouble to manufacture a game with quality pieces. and this is after we returned the mini, travel version also for quality reasons -- the pieces fell out so easy that it was too frustrating to bother with.","great game play, almost great manufacturing",0.169,0.708,0.123,-0.7262
1.0,,2013-11-22,A9MSLIFQ25282,B00001P4QK,i bought it for my daughter but it is very small is not what i expected and is overpriced also looks that soon my daughter will break i wasted my money,dont buy it,0.137,0.863,0.0,-0.6486
2.0,6,2012-11-09,AWWBFV7RK9G2Q,B00001P4QK,"when i bought this toy, i payed around $40. i really think that this is way too much for what it offers.

first, it's not really that big. my daughter is under 2 years old, and she has hard time tracking the beads through hard to reach places of this toy. i think that the wires are too tight in some places thus restricting access of little hands. overall it's not very exciting. the beads are a little difficult to move around for a smaller child. perhaps my daughter is just too young for this toy, and i'll keep on trying to encourage her to play with it. however, i do not recommend it at the price i bought it for.",overpriced,0.103,0.842,0.056,-0.5806
1.0,,2016-12-28,A1CE7I12NF4F7Y,B00001QE9Q,the halo bear arrived with no tag. everyone who knows beanie babies knows the tag should be on and in tact. very disappointing!,no tag.,0.222,0.778,0.0,-0.7171
2.0,,2015-08-17,ASV0XAQVC5067,B00001OK75,"i found it boring as an adult, and my kids got frustrated by the dice factor. it seems engineered as a time-waster. maybe needs some house rules. we played it 4-player and got bored waiting for our turn to come up.",how is this famous?,0.173,0.774,0.053,-0.6597
2.0,2,2013-11-15,A3DQ5XXIHA3WZ8,B00001QEAV,i had this beanie baby years ago and was immediately disappointed in it. not only did i not like how the momma looked but the baby is especially ugly. both i think could of been made better.,blah,0.201,0.708,0.091,-0.5639
1.0,4,2017-02-07,A3BGNVNIDCHUU8,B00001QHVP,"after 10 days of delivery time, received defective cards. the back of the decks are awry - printed wrong. one site has more space than the other and it's a little crooked. either these cards are fakes or bicycle has no quality control.",printed wrong - crooked,0.229,0.771,0.0,-0.875
3.0,,2014-08-06,A3B53XS4UZWPSR,B00001QHVP,ad a bit deceiving... are they poker size or standard size ??... answer... smaller standard size !! :(,just ok !!...,0.194,0.806,0.0,-0.5919
2.0,,2015-04-20,AW7EA254PNCCD,B00001TQ0J,"we got this for our school after the success we had with sleeping queens, but this one isn't as popular. the rules are confusing and it just doesn't seem as fun.",the rules are confusing and it just doesn't seem as fun.,0.233,0.706,0.061,-0.7616
1.0,,2017-01-01,A2UFIYUGO4HKAN,B0000205X3,"cheap garbage. the hassle of setup combined with the tube doesn't stay in the holder as you turn it makes this game boil down to $10 for upset kids, frustrated parents and chokable marbles flying everywhere for the baby to find. i'll recycle it as soon as the newness wears off.",cheap garbage. the hassle of setup combined with the tube ...,0.109,0.891,0.0,-0.7184
1.0,,2016-02-13,AXIZ73K3NEJQ2,B0000205X3,the quality of this game is so poor it's almost unplayable.,cheap junk,0.285,0.715,0.0,-0.6113
2.0,,2016-01-04,A31IY22SEEMBB,B0000205X3,"i remember this game from my childhood and couldn't wait to introduce it to my kids. the game is still fun but the product is nothing like what we had in the late 80's.

the plastic skewers that come with the game are terrible and don't hold up like the wooden ones. the construction of the tower is really flimsy and comes apart very easily. the tower has structure problems and makes for a frustrating setup.

this game just had me wishing that i had my version from my childhood. back when they made games that weren't as disposible as they are today.",cheap and flimsy nostalgia,0.144,0.787,0.069,-0.8702
1.0,,2015-08-27,A2BJPPHGF61EAH,B0000205X3,cheap garbage! box was paper thin and the sticks broke let and right!,one star,0.22,0.78,0.0,-0.5242
1.0,2,2015-08-10,A12UMHXKOM29WI,B0000205X3,"the game is fine, but the quality of the game pieces is horrible. nothing fits together properly and you can tell it is stamped out junk.","the game is fine, but the quality of the game pieces is ...",0.158,0.796,0.046,-0.6542
3.0,,2015-02-20,A34FCWCIULK9YO,B0000205X3,very difficult to insert the sticks as they keep falling out.,three stars,0.328,0.672,0.0,-0.5256
2.0,,2014-10-17,ACBTSTJ9PE6CI,B0000205X3,"i loved this game as a kid, but this was a complete waste of money! the box it came in is thin and flimsy, the parts of the game don't stay together long enough to finish the game. very disappointed!",waste of money.,0.196,0.75,0.054,-0.8138
2.0,,2011-12-15,AX95SK36ZYIF7,B0000205X3,"i have 4 kids, 6 yr old, 4 yr old twins and an infant. i wanted something that the older 3 could play together, and something simple and fast. this was definitely something they could have fun with but they cannot play with it without an adult. the plastic pieces of the main body don't fit tight together so if you knock it around, it wobbles and could fall apart. the sticks are flimsy/bendy. when you stick it through the wholes, they bend depending on which hole you put it in (if not aligned properly). and then when there are a lot of sticks already, putting the last few sticks in is a little tougher. sometimes some of the sticks just fall out so i sort of have to ""stitch"" other sticks in to make sure it's over and under the others so it doesn't just fall out on it's own.

there is a little basin on the bottom for each player. so the tube body part rotates so that when the marbles fall, it falls on that player's basin. but the frustrating thing is, the whole tube body is wobbly. just by rotating it, the balls could fall through and mess up the game. so this job isn't for little hands. i have to sit with the kids and rotate it for each player.

the other frustrating thing is there is no way to store the game without the marbles and sticks falling out. the box it came in is not a hard one so it's destroyed once opened. then the pieces don't just stack properly in order to just put the marbles and sticks together. there's just no way easy way of storing it so the pieces don't get lost.","fun for kids, but cheap quality",0.083,0.849,0.068,-0.8287
1.0,,2017-12-30,ACNWVPMTVADB1,B00001ZWV7,waste of money. answer triangles struggle to come to the top and you almost hve to keep shaking it to get an answer to appear. the same 3 answers pop up.,waste of money!,0.197,0.751,0.052,-0.6124
2.0,2,2017-02-25,A1R8RXVOGP7Q7C,B00001ZWV7,"i bought this a a gag to have when my wife would ask me a question, but you can't read the thing. sometimes the flat part will not rest against the portal and sometimes when it does, you can't read it. it is not like the one i had when i was a kid. since it is so hard to read, a lot of decisions go unmade in my household.",very hard to read.,0.101,0.899,0.0,-0.6873
2.0,,2016-02-22,A2M5UCZZGTTQMQ,B0000206FS,the pieces are poor quality. i only got it as a novelty. not particularly happy i did.,meh,0.345,0.655,0.0,-0.7442
